Category,Keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/islamic_turkey/status/1725174256856633753,Islamic Invitation TurkeyReload,https://twitter.com/islamic_turkey,2023-11-16,Martyrs of Aqsa from Hezbollah#palestine #gaza #hezbollah #lebanon #nasrallah #funeral #martyr #aqsa #israel,,https://twitter.com/islamic_turkey/status/1725174256856633753,False,3,13,24,1.7K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/IncMonocle/status/1725204732149432787,Inc.MonocleReload,https://twitter.com/IncMonocle,2023-11-16,Pro Palestinian groups gather outside Tower Hamlets Labour HQ after MP @rushanaraali didn’t vote in favour of a ceasefire re the Israel/Gaza/Hamas conflict #israel #palestine,,https://twitter.com/IncMonocle/status/1725204732149432787,False,276,350,507,625K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Gimpel_theJew/status/1724898188254126249,GimpelTheZionistReload,https://twitter.com/Gimpel_theJew,2023-11-15,"“And in the left corner, weighing in at 80Kg’s is #Hamas, and in the right corner, weighing in at 75kg’s is #Israel - and away they go.",,https://twitter.com/Gimpel_theJew/status/1724898188254126249,False,2,3,17,3.6K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/daejah/status/1724847056647582207,whoReload,https://twitter.com/daejah,2023-11-15,#Israel are going after the young #black community - especially in the #USA.The young black generation threatens them because they're influential. You are a problem for Israel.#BlackTwitter #IsraeliHegemony,,https://twitter.com/daejah/status/1724847056647582207,False,3,6,17,1.7K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/IncMonocle/status/1724843061832790261,Inc.MonocleReload,https://twitter.com/IncMonocle,2023-11-15,Police can’t prevent protestors shutting down the main road past Parliament Westminster #israel #palestine,,https://twitter.com/IncMonocle/status/1724843061832790261,False,290,607,930,228K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/QudsNen/status/1725107051041358214,Quds News Network,https://twitter.com/QudsNen,2023-11-16,"The martyrdom of Wateen Munir Abu Gemayzeh marks the painful end of the entire family lineage following the earlier martyrdom of her father, Munir Abu Gemayzeh. Their family name now echoes among those erased from the civil registry. #Gaza #Israel",https://pbs.twimg.com/media/F_DPtaVXkAAHvia?format=jpg&name=small,https://twitter.com/QudsNen/status/1725107051041358214,False,52,2.1K,2.8K,94K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/DevanaUkraine/status/1725143936480493581,Devana Reload,https://twitter.com/DevanaUkraine,2023-11-16,Ukraine is one of the countries with the largest number of Jews in the world. Ukraine is the only country in the world where 70% of the population elected a Jewish president :)#Israel,,https://twitter.com/DevanaUkraine/status/1725143936480493581,False,3,15,46,1K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/CIJAinfo/status/1725252521411911934,CIJA,https://twitter.com/CIJAinfo,2023-11-16,It’s NEVER ok to use a Nazi swastika.Putting it alongside a Star of David & asking people to “spot the difference” is a whole other level of antisemitic hatred. This was spotted at a *high school* “anti-#Israel” rally in the #Ottawa area earlier today. #Antisemitism #cdnpoli,https://pbs.twimg.com/media/F_FUBiPWcAIhbig?format=jpg&name=small,https://twitter.com/CIJAinfo/status/1725252521411911934,False,74,99,213,14K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/cheguwera/status/1725139693656743945,War ReportsReload,https://twitter.com/cheguwera,2023-11-16,Sensitive contentGazan man says goodbye to his father who was martyred after being beaten by Israeli forces on the road to the South#Gaza #palestine #israel,,https://twitter.com/cheguwera/status/1725139693656743945,False,1,98,137,4.6K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Himat75/status/1725374859625005463,ZeitungReload,https://twitter.com/Himat75,2023-11-17,"The moment #palestinian resistance forces blown up #Israel army vehicle at the entrance to the town of Silat al-Harithiya, west of #Jenin.#Gaza",,https://twitter.com/Himat75/status/1725374859625005463,False,3,26,89,3.2K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/doamuslims/status/1725229666611404982,DOAMReload,https://twitter.com/doamuslims,2023-11-16,"Horrific! Israeli occupation forces detain an elderly Palestinian woman in Hebron, Occupied West Bank.An Israeli soldier is seen pulling her along as she’s unable to walk and putting her back into an Israeli armed vehicle. #Palestine #Gaza #Israel",,https://twitter.com/doamuslims/status/1725229666611404982,False,15,361,328,12K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/DmodosCutter/status/1725138345427075385,Daniella Modos - Cutter -SENReload,https://twitter.com/DmodosCutter,2023-11-16,The Israeli occupation forces kidnapped and dragged an elderly woman who could barely walk in the #WestBank.#EndTheOccupation  #Israel #Gaza,,https://twitter.com/DmodosCutter/status/1725138345427075385,False,126,880,899,59K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/sparkle0100/status/1725403444360388644,Sparkle,https://twitter.com/sparkle0100,2023-11-17,"RECAP #Israel #Palestine (as of 06:30 GMT, 17 November)1. Israeli forces withdrew from the occupied West Bank city of Jenin on Friday morning, after launching an intense overnight raid that killed at least three Palestinians and wounded nine others, according to several…",,https://twitter.com/sparkle0100/status/1725403444360388644,False,10,332,37,29K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/FaizaStories/status/1725246662871015799,Faiza AnumReload????,https://twitter.com/FaizaStories,2023-11-16,How can you stay quiet and not say a word? How can you watch this as a human without feeling your heart burning to the core? #Gaza #Palestine #Hezbollah #???_?????_?????? #???_????? #???_????? #???_???? #Israel #FreePalestineNow #CeasefireNOW,,https://twitter.com/FaizaStories/status/1725246662871015799,False,17,90,96,56K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/doamuslims/status/1725229666611404982,DOAMReload,https://twitter.com/doamuslims,2023-11-16,"Horrific! Israeli occupation forces detain an elderly Palestinian woman in Hebron, Occupied West Bank.An Israeli soldier is seen pulling her along as she’s unable to walk and putting her back into an Israeli armed vehicle. #Palestine #Gaza #Israel",,https://twitter.com/doamuslims/status/1725229666611404982,False,15,361,329,12K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/H74ello5/status/1725339492683288837,????? ???? ??????Reload,https://twitter.com/H74ello5,2023-11-17,Settlers supported by the Israeli occupation police storm the Christian neighborhood and ask them to leave after obtaining permission from an Israeli court to confiscate their lands#Israel #Hamas #Palestine #Gaza#IsraelTerrorism #IsraelIsATerrorist#AlShifaHospital #bbcqt,,https://twitter.com/H74ello5/status/1725339492683288837,False,5,21,15,3.5K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/VictorNakba/status/1725322255591174502,Nakba,https://twitter.com/VictorNakba,2023-11-17,"Saraya Al-Quds Badr-3 rockets recovered by #Israel and taken back into Israel. Innocent Palestinian lives are being saved. How is your #CeasefireNOW going, looser?",https://pbs.twimg.com/media/F_GTcqJWUAAYvJd?format=jpg&name=small,https://twitter.com/VictorNakba/status/1725322255591174502,False,4,12,34,972
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ejmalrai/status/1725058782248518099,Elijah J. Magnier Lord Bebo,https://twitter.com/ejmalrai,2023-11-16,"Al-Shifa Hospital director confirmed #Israel Occupation Forces delivered no supply to the patients or the hospital's staff. On the contrary, they have blocked access to the Hospital's pharmacy, preventing access to medicine to chronic patients & wounded.",https://pbs.twimg.com/media/F_AgG5DXcAA67nM?format=jpg&name=360x360;https://pbs.twimg.com/media/F_AgG5BWIAA1n5i?format=jpg&name=360x360,https://twitter.com/ejmalrai/status/1725058782248518099,False,25,968,1.2K,47K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/MarshSongs/status/1725253532574789661,MarshFamilySongsReload,https://twitter.com/MarshSongs,2023-11-16,"Here's the 4th song in our @SuellaBraverman  #Wellerman  trilogy in response to demand. If it gives you a laugh, feel free to share. But  also check out the more important song we made on #RemembranceSunday about #Israel & #Gaza that we're proud of: https://youtu.be/tLnYlnn1js8",,https://twitter.com/MarshSongs/status/1725253532574789661,False,153,1K,2.7K,246K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/MemoTanriverdi/status/1725175815351001455,Mehmet Tanriverdi Reload,https://twitter.com/MemoTanriverdi,2023-11-16,Thank you Mr. @netanyahu #israel #kurdistan #turkey,,https://twitter.com/MemoTanriverdi/status/1725175815351001455,False,5,13,58,4.2K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/faizal_mammar/status/1725361049023529117,Faizal MammarReload,https://twitter.com/faizal_mammar,2023-11-17,"""We will kill as much as we want from you and those who support you. We will slaughter you in ways you never knew before” — Israeli TV presenter sends a message to the Arab world#Israel #Gaza",,https://twitter.com/faizal_mammar/status/1725361049023529117,False,4,9,4,1.4K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/OnlinePalEng/status/1725081800030961762,PALESTINE ONLINE Reload,https://twitter.com/OnlinePalEng,2023-11-16,"Following pressure public pressure, #Canadian PM Justin Trudeau says #Israel should ""exercise maximum restraint"" in #Gaza because ""the world is watching"".",,https://twitter.com/OnlinePalEng/status/1725081800030961762,False,99,325,496,34K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/SheikhNabeel786/status/1725037729984270517,Sheikh NabeelReload,https://twitter.com/SheikhNabeel786,2023-11-16,Pakistan should immediately revoke Anila Ali's Pakistani citizenship.Anila Ali gave a shameful speech at a rally in support of Israel in Washington yesterday. #savegazacampaign #Palestine #Gaza #AlShifaHospital #Israel #IsraelTerrorism #???_?????,,https://twitter.com/SheikhNabeel786/status/1725037729984270517,False,36,109,93,13K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/AdalwolfNew/status/1725402551028195776,AdalwolfReload,https://twitter.com/AdalwolfNew,2023-11-17,Harry truman on land grabbing for the jew#Israel,,https://twitter.com/AdalwolfNew/status/1725402551028195776,False,2,5,11,1.1K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Mahmood88239370/status/1725435260501110913,Mahmood KhanReload,https://twitter.com/Mahmood88239370,2023-11-17,#Hezbollah #Houthis #Hamas #Israel #war  IDF bomb attack on Hezbollah military targets,,https://twitter.com/Mahmood88239370/status/1725435260501110913,False,,4,4,574
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/MrChairmanGB/status/1725254943001702408,CInc.MonocleReload,https://twitter.com/MrChairmanGB,2023-11-16,"""you can get the fuck out of my cab....OUT....anti-Semites out""London Cabbie throws out anti-Semitic passenger following hate-filled anti-Israel rant  Our Black Cabbies are the best in the world#London  #Israel",,https://twitter.com/MrChairmanGB/status/1725254943001702408,False,3,24,93,2.7K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/MenachemV/status/1725362224007725250,Menachem VorchheimerReloadZionist Federation of Australia,https://twitter.com/MenachemV,2023-11-17,"Canberra, Parliament House, Australia - @SenatorMcGrath a man of humanity & decencyHe read the name of each of the 200+ hostages held by Hamas terrorists in Gaza so that their plight is recorded in Hansard for perpetuity #Israel#BringThemHomeNow",,https://twitter.com/MenachemV/status/1725362224007725250,False,35,72,218,9.2K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/OnlinePalEng/status/1725081800030961762,PALESTINE ONLINE Reload,https://twitter.com/OnlinePalEng,2023-11-16,"Following pressure public pressure, #Canadian PM Justin Trudeau says #Israel should ""exercise maximum restraint"" in #Gaza because ""the world is watching"".",,https://twitter.com/OnlinePalEng/status/1725081800030961762,False,100,325,496,34K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/HealthRanger/status/1724933685445583020,HealthRanger,https://twitter.com/HealthRanger,2023-11-15,"The three shocking, disturbing contradictions of RFK, Jr.:1) He believes in protecting children from #vaccines but not from BOMBS.2) He believes in free speech for vaccine critics, but not for #Israel critics.3) He supports Israel to protect access to oil in the Middle East,…",,https://twitter.com/HealthRanger/status/1724933685445583020,False,46,77,231,7.1K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/QudsNen/status/1724847726968365441,Quds News NetworkReload,https://twitter.com/QudsNen,2023-11-15,"Following pressure public pressure, #Canadian PM Justin Trudeau says #Israel should ""exercise maximum restraint"" in #Gaza because ""the world is watching"".",,https://twitter.com/QudsNen/status/1724847726968365441,False,250,741,1.1K,97K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/matincantweet/status/1725384214298714600,Matin KhanReload,https://twitter.com/matincantweet,2023-11-17,The shaking body will be remembered for decades. #AlShifaHospital #IsraelTerrorism #Gaza #Israel #IsraelIsATerrorist #Gaza_War #FreePalestineFromIsrael #FreePalestine.,,https://twitter.com/matincantweet/status/1725384214298714600,False,9,31,54,8.7K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/BSCKingno1/status/1725350218361651571,BZReload,https://twitter.com/BSCKingno1,2023-11-17,"Hamas Must Be Dismantled! Norman Finkelstein on Western double standards, Hamas and Israel.#Israel#Gaza",,https://twitter.com/BSCKingno1/status/1725350218361651571,False,2,9,14,2.4K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Jerusalem_Post/status/1725431250029031457,The Jerusalem Post,https://twitter.com/Jerusalem_Post,2023-11-17,"The nearly 300,000 Americans who rallied for Israel in Washington last week give us renewed strength and hope for unity as a country and a people - opinionby Michael Eglash#AmericanJews #Israel #OperationSwordsofIron #Jewishunity",https://pbs.twimg.com/card_img/1725430630618365952/TMxnMzrQ?format=jpg&name=small,https://twitter.com/Jerusalem_Post/status/1725431250029031457,False,20,26,77,3.7K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/QudsNen/status/1725115165719335354,Quds News NetworkReload,https://twitter.com/QudsNen,2023-11-16,"Dr. Mads Gilbert: ""Israel systematically attacks and destroys Palestinian Healthcare in Gaza and the West Bank.""#Gaza #Israel",,https://twitter.com/QudsNen/status/1725115165719335354,False,32,810,988,31K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/AthenaMia2nd/status/1724999123500138637,@PalasAtenea(2)Reload,https://twitter.com/AthenaMia2nd,2023-11-16,"""Who is under the silicone mask of #Israel Defense Minister Yoav Galant?""",,https://twitter.com/AthenaMia2nd/status/1724999123500138637,False,3,5,9,490
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/RozRothstein/status/1725225678868791329,Roz Rothstein,https://twitter.com/RozRothstein,2023-11-16,"People need to understand that this chant is “code,” calling for the murder of Jews and the destruction of #Israel. It should also be clear that it is antisemitic because it targets the only Jewish country on the planet. 50% of the worlds Jews live there. Get it?",https://pbs.twimg.com/media/F_E7m6JaEAAYdqU?format=jpg&name=small,https://twitter.com/RozRothstein/status/1725225678868791329,False,21,81,187,3.1K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/zahra_tweets09/status/1725338999500239292,Zahra ????ReloadMencho,https://twitter.com/zahra_tweets09,2023-11-17,"""Why did the U.S invade Iraq? Was Bin Laden Iraqi?""  Mohammed Qadafi : Arab League Summit 2008#Laden #lettertoamerica#OsamaBinLaden #Osama#BinLaden #Palestina#Gaza #Israel",,https://twitter.com/zahra_tweets09/status/1725338999500239292,False,10,48,105,16K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ExploringAlway/status/1725257130364883028,Outspoken.,https://twitter.com/ExploringAlway,2023-11-16,Found during an initial search of Al Quds Hospital. Gaza doesn't really have hospitals as you might think of them in the West.Care to comment Pro-Palestine hypocrites.#bbcqt #Gaza #Israel,https://pbs.twimg.com/media/F_FYNxMWUAAfRNL?format=jpg&name=small;https://pbs.twimg.com/media/F_FYN6QXYAAa1MG?format=jpg&name=small,https://twitter.com/ExploringAlway/status/1725257130364883028,False,6,9,21,1.8K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/abierkhatib/status/1725362894361985067,AbierAJ+Reload,https://twitter.com/abierkhatib,2023-11-17,"41 days days into the genocide in #Gaza and no hostages released, not a single senior Hamas commander killed or arrested, just bombing killing children and destroying  hospitals, schools, universities, churches and mosques.#Israel",,https://twitter.com/abierkhatib/status/1725362894361985067,False,15,229,286,13K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/CptAllenHistory/status/1725293593177227744,Captain AllenWorld of Statistics,https://twitter.com/CptAllenHistory,2023-11-16,"Israel sucks at “#genocide,” huh?It’s so offensive because the word “genocide” had to be created to try to describe the #Nazis’ unprecedented industrial extermination of the #Jews.I’ll post soon about the real legal definition of genocide.#Education #Israel #Palestine",,https://twitter.com/CptAllenHistory/status/1725293593177227744,False,16,36,154,7.9K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/abierkhatib/status/1724913534625071578,AbierReload,https://twitter.com/abierkhatib,2023-11-15,They keep embarrassing themselves  ..#Israel,,https://twitter.com/abierkhatib/status/1724913534625071578,False,105,2.3K,4K,110K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/ViralNewsNYC/status/1724968003798708618,Viral News NYCReload#StopCopCity,https://twitter.com/ViralNewsNYC,,Pro hamas and Anarchist riot outside the DNC headquarters in Washington DC #HamasTerrorist #Israel #HappeningNow,,https://twitter.com/ViralNewsNYC/status/1724968003798708618,False,80,146,289,33K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/GabeFin/status/1725212229887259054,GabeFin -,https://twitter.com/GabeFin,2023-11-16,"There's more damage in a #Mica home in #Donegal, built by a @fiannafailparty cowboy builder, than in a house in #Israel with poorly finished electrical remodelling work.@MichealMartinTD should tour Donegal to see real house damages. Or he could visit #GazaConcentrationCamp.",https://pbs.twimg.com/media/F_EvXjIXIAAX8MD?format=jpg&name=360x360;https://pbs.twimg.com/media/F_EvYZAXcAA1Ard?format=jpg&name=360x360,https://twitter.com/GabeFin/status/1725212229887259054,False,4,86,245,7.9K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Greenpower786/status/1724944537225732514,??????????????Reload,https://twitter.com/Greenpower786,2023-11-16,A march by Anti Zionist Jews in Washington in support of Palestine.#AlShifaHospital #IsraelTerrorism #Palestine_Genocide #Gaza_Genocide #Palestine_Genocide #Israel #IsraelIsATerrorist #ViratKohli?? #RohitSharma?? #BabarAzam #ColdplayInJakarta #anushkasharma #???_?????,,https://twitter.com/Greenpower786/status/1724944537225732514,False,19,179,367,42K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Shahwaiz1572009/status/1725190198940799486,Shahwaiz ArainReloadThe Fact Finder,https://twitter.com/Shahwaiz1572009,2023-11-16,Many health conditions are in the Indonesian hospital as it’s busy and crowded with dozens of injuries following the break down of the health system and the closing of most of the hospitals in Gaza#???_????? #AlShifaHospital #Gaza #Israel,,https://twitter.com/Shahwaiz1572009/status/1725190198940799486,False,12,95,98,13K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/BrunellaCapitan/status/1725400543672086712,Brunella C.,https://twitter.com/BrunellaCapitan,,"I don’t recall #Nazi dancing or celebrating, neither drinking and eating with their families in front of the gas chambers?! #Israel took the DEHUMANIZATION of people in a higher SATANIC level, with all the fake “penetrated” world leaders who are just watching or worse…",https://pbs.twimg.com/media/F_HZ1PxWIAAspRN?format=jpg&name=small,https://twitter.com/BrunellaCapitan/status/1725400543672086712,False,1,11,23,834
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/100_alpha/status/1724863698345365930,Alpha100Reload,https://twitter.com/100_alpha,2023-11-15,"#Israel has 1000s of cameras pointed at #Palestinians with AUTONOMOUS WEAPONS loaded & ready to SHOOT someone based on video footage.What Israel is doing is a MASSACRE, GENOCIDE, HUMILIATION & DEHUMANISATION of Palestinians.If U were OCCUPIED would U not FIGHT for your DIGNITY?",,https://twitter.com/100_alpha/status/1724863698345365930,False,27,270,228,6.3K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/PARVEZK7216843/status/1725298245088494024,PARVEZ KHANReload,https://twitter.com/PARVEZK7216843,2023-11-16,. Horrific scenes from the Indonesian Hospital in northern Gaza #GazaGenocide #???????? #Gaza #Israel #KASSAMTUGAYLARI #SONDAK?KA #???_???? #BREAKING #Ebu_Ubeyde #Hamas,,https://twitter.com/PARVEZK7216843/status/1725298245088494024,False,8,14,24,7.1K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/abierkhatib/status/1725066946209587654,AbierReload,https://twitter.com/abierkhatib,2023-11-16,"Well said buddy,, well said Americans speaking against Israeli crimes is a therapy to my broken soul #Israel",,https://twitter.com/abierkhatib/status/1725066946209587654,False,22,484,765,14K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/drhossamsamy65/status/1725131381716480403,"Dr.Sam Youssef Ph.D.,M.Sc.,DPT.ReloadQuds News Network",https://twitter.com/drhossamsamy65,2023-11-16,"The Israeli special forces kidnaped freed prisoner Hassan Shaker Balo, in front of his business in Jericho the #WestBank.He got shot in the leg before being taken. #Israel",,https://twitter.com/drhossamsamy65/status/1725131381716480403,False,24,318,422,34K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/AdamWalkerGB/status/1725308279578935315,????????ReloadMTA News,https://twitter.com/AdamWalkerGB,2023-11-17,Never Again. #voicesforpeace #Palestine #Israel,,https://twitter.com/AdamWalkerGB/status/1725308279578935315,False,2,40,58,4.4K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/0xT01/status/1725359157673377862,Tobi,https://twitter.com/0xT01,2023-11-17,It's not a rumor. It is common knowledge.#911Truth #Israel #OsamaBinLaden #OsamaBinLadenLetter,https://pbs.twimg.com/media/F_G0L3EXcAEaeXm?format=jpg&name=small,https://twitter.com/0xT01/status/1725359157673377862,False,5,16,44,6.5K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/amjadt25/status/1724967796243562546,Amjad Taha ???? ??Reload,https://twitter.com/amjadt25,2023-11-16,"First war crime is being committed by #Hamas by having their headquarters, their military, under a hospital. And that's a fact.President Biden @POTUS #Israel #Gaza",,https://twitter.com/amjadt25/status/1724967796243562546,False,96,695,1.1K,69K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/msajjadamad/status/1725397346215690331,Sajjad Ahmad {Doctor}Reload,https://twitter.com/msajjadamad,2023-11-17,See what #Israel found in #Gaza hospital,,https://twitter.com/msajjadamad/status/1725397346215690331,False,4,13,30,2.3K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/hamidashraf1/status/1725149522743918949,Hamid AshrafReload,https://twitter.com/hamidashraf1,2023-11-16,"This is the strongest proof that Israel is not a nation and even state. #Israel is an extension of the US imperialism in West Asia, a gigantic garrison, and a huge navy fleet for the US endless wars and domination. #IsraelIsATerrorist #GazaGenocide",,https://twitter.com/hamidashraf1/status/1725149522743918949,False,,9,15,1.2K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/bdnews24/status/1725108382850244967,Bangladesh News 24Reload,https://twitter.com/bdnews24,2023-11-16,?????????? ???? ????????????????: ????-?????????????? ??????????????#Israel #Gaza #IsraelHamasWar,,https://twitter.com/bdnews24/status/1725108382850244967,False,10,58,67,69K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/msfreund/status/1724841576986263800,Michael FreundReload,https://twitter.com/msfreund,2023-11-15,Meet Turkish President Erdogan. His country is a #NATO member but that doesn’t stop him from cozying up to #Iran and other enemies of #America. Or from openly threatening #Israel with destruction as he did today. Turkey should be suspended from NATO immediately!,,https://twitter.com/msfreund/status/1724841576986263800,False,64,56,126,18K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/imu07280300033/status/1725166436258054278,imran aliReloadQuds News Network,https://twitter.com/imu07280300033,2023-11-16,"The representative for the State of Palestine replying to @USAmbUN:""The United States does not get to pretend that it stands with Palestinian civilians of #Gaza...until you stop sending arms to #Israel to commit genocide.""#AlShifaHospital #US",,https://twitter.com/imu07280300033/status/1725166436258054278,False,4,33,50,7.2K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/djazair62/status/1725095930574094703,chahdReload,https://twitter.com/djazair62,2023-11-16,Canada indeginous people showing solidarity with palestine    #PalestineGenocide #Ghazagenocide #IsraelIsATerrorist #Israel #AJAPSG #JeudiPhoto #LasVegasGP #MissUniverse2023 #???????????,,https://twitter.com/djazair62/status/1725095930574094703,False,11,60,238,20K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/IslaamWins/status/1725287266354860355,IslaamAlwaysWinsReload,https://twitter.com/IslaamWins,2023-11-16,Zionists & madkhali dayyooth are bedfellows.The most barbaric kuffaar are yet again showing their love & support to the madkhali 'salafi' rulers of Faaris Himaari & Shamsi.The genocide apologist says all the Arab rulers want peace with #Israel & they want Hamas dead.#Gaza,,https://twitter.com/IslaamWins/status/1725287266354860355,False,7,15,30,3.4K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/SALHACHIMI/status/1725159572933841097,Sami Hamdi ???? ??????? ???????Anadolu English,https://twitter.com/SALHACHIMI,2023-11-16,#Israel trying to build tunnels after finding none... CNN reporters on standby to 'report' the 'discovery'.,https://pbs.twimg.com/media/F_D4CP0WwAAydE8?format=jpg&name=small,https://twitter.com/SALHACHIMI/status/1725159572933841097,False,29,978,1.4K,42K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/Vinod_r108/status/1725407353422643406,..Rai ji..,https://twitter.com/Vinod_r108,2023-11-17,Every Hindu supporting Our Brother Israel... we are with you.I strongly Stand With Israel #Israel,https://pbs.twimg.com/media/F_Hg1ubbYAABhHn?format=jpg&name=small,https://twitter.com/Vinod_r108/status/1725407353422643406,False,22,2,25,2K
TopPost,#israel,https://twitter.com/search?q=#israel&src=typed_query&f=top,https://twitter.com/msfreund/status/1725222944454963263,Michael Freund,https://twitter.com/msfreund,2023-11-16,"Unlike most of the mainstream media, the @nypost tells it like it is about #Hamas….#Israel #Gaza",https://pbs.twimg.com/media/F_E5H35X0AABTx8?format=jpg&name=small,https://twitter.com/msfreund/status/1725222944454963263,False,2,18,39,1K
